 Day of  Day of              -------------Heat flow rates out in W----------------------------------------------
 sim.     year     Year    Radiation    Air       Floor   Lower wall  Upper wall   Feed      Total    Total ave.       HH            HHave          HHadj         HHadjave   SST      SS
 1054     324        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1055     325        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1056     326        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1057     327        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1058     328        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1059     329        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1060     330        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1061     331        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1062     332        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1063     333        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1064     334        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1065     335        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1066     336        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1067     337        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1068     338        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1069     339        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1070     340        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
 1071     341        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
